sampling_date|Location|Rainfall|TSS|Flow|ops_activity
2024-10-06|Outlet_C|12.0|118.9|92|Maintenance
2024-10-07|Outlet_B|21.0|112.9|216|Normal Operation
2024-10-08|Outlet_B|12.4|126.8|99|Normal Operation
2024-10-09|Outlet_A|5.1|62.4|171|Normal Operation
2024-10-10|Outlet_B|9.9|121.8|187|Construction
2024-10-11|Outlet_B|5.4|28.1|187|Normal Operation
2024-10-12|Outlet_C|5.3|70.0|112|Normal Operation
2024-10-13|Outlet_B|10.3|148.5|143|Normal Operation
2024-10-14|Outlet_C|0.4|45.2|109|Normal Operation
2024-10-15|Outlet_A|7.1|58.1|187|Normal Operation
2024-10-16|Outlet_B|9.6|51.1|152|Maintenance
2024-10-17|Outlet_C|9.2|69.8|188|Normal Operation
2024-10-18|Outlet_A|4.4|56.5|179|Construction
2024-10-19|Outlet_B|12.4|90.5|93|Normal Operation
2024-10-20|Outlet_A|8.8|74.0|98|Normal Operation
2024-10-21|Outlet_B|30.6|256.2|150|Construction
2024-10-22|Outlet_A|12.8|153.7|138|Normal Operation
2024-10-23|Outlet_A|5.6|31.7|176|Normal Operation
2024-10-24|Outlet_C|14.8|114.7|123|Maintenance
2024-10-25|Outlet_A|1.6|65.2|190|Normal Operation
2024-10-26|Outlet_B|9.1|24.8|90|Maintenance
2024-10-27|Outlet_B|10.6|116.9|185|Normal Operation
2024-10-28|Outlet_C|9.2|48.4|81|Normal Operation
2024-10-29|Outlet_B|4.2|25.7|204|Normal Operation
2024-10-30|Outlet_B|9.0|45.9|173|Maintenance
2024-10-31|Outlet_B|3.0|63.1|172|Normal Operation
2024-11-01|Outlet_A|25.8|164.9|83|Maintenance
2024-11-02|Outlet_A|9.1|99.5|142|Construction
2024-11-03|Outlet_B|12.1|134.4|108|Normal Operation
2024-11-04|Outlet_C|2.2|49.8|98|Normal Operation
2024-11-05|Outlet_A|5.2|39.4|170|Normal Operation
2024-11-06|Outlet_C|13.0|128.9|108|Normal Operation
2024-11-07|Outlet_B|17.0|124.9|195|Normal Operation
2024-11-08|Outlet_B|3.8|50.1|149|Normal Operation
2024-11-09|Outlet_A|12.0|211.2|202|Construction
2024-11-10|Outlet_B|6.3|75.6|102|Construction
2024-11-11|Outlet_A|1.5|111.4|125|Construction
2024-11-12|Outlet_B|5.0|136.4|87|Construction
2024-11-13|Outlet_B|17.4|141.7|145|Normal Operation
2024-11-14|Outlet_A|18.7|108.9|179|Normal Operation
2024-11-15|Outlet_A|10.3|193.4|140|Construction
2024-11-16|Outlet_A|9.4|14.2|191|Normal Operation
2024-11-17|Outlet_B|6.2|133.9|131|Construction
2024-11-18|Outlet_B|0.7|81.1|115|Normal Operation
2024-11-19|Outlet_C|11.2|163.7|191|Normal Operation
2024-11-20|Outlet_A|4.0|10.0|166|Maintenance
2024-11-21|Outlet_B|20.7|186.3|164|Construction
2024-11-22|Outlet_B|2.8|43.0|92|Normal Operation
2024-11-23|Outlet_A|18.1|92.3|126|Maintenance
2024-11-24|Outlet_C|1.4|51.8|169|Normal Operation
2024-11-25|Outlet_A|38.4|265.4|101|Normal Operation
2024-11-26|Outlet_C|2.3|57.6|137|Maintenance
2024-11-27|Outlet_B|18.8|107.7|109|Normal Operation
2024-11-28|Outlet_C|4.9|33.2|185|Normal Operation
2024-11-29|Outlet_B|13.0|138.6|153|Normal Operation
2024-11-30|Outlet_A|25.9|164.3|173|Normal Operation
2024-12-01|Outlet_A|6.8|24.3|150|Normal Operation
2024-12-02|Outlet_A|36.1|220.4|86|Normal Operation
2024-12-03|Outlet_C|26.3|220.0|144|Normal Operation
2024-12-04|Outlet_B|2.0|125.3|125|Construction
2024-12-05|Outlet_A|8.3|42.0|97|Normal Operation
2024-12-06|Outlet_A|6.9|38.6|87|Maintenance
2024-12-07|Outlet_B|8.8|32.3|153|Normal Operation
2024-12-08|Outlet_A|6.2|50.5|181|Normal Operation
2024-12-09|Outlet_B|3.8|67.7|158|Normal Operation
2024-12-10|Outlet_B|7.9|80.0|158|Normal Operation
2024-12-11|Outlet_B|12.7|107.7|200|Normal Operation
2024-12-12|Outlet_B|0.4|52.1|142|Normal Operation
2024-12-13|Outlet_B|16.0|124.2|119|Normal Operation
2024-12-14|Outlet_C|9.6|44.4|163|Normal Operation
2024-12-15|Outlet_A|23.0|110.9|94|Normal Operation
2024-12-16|Outlet_C|5.8|45.3|178|Normal Operation
2024-12-17|Outlet_A|5.2|47.6|213|Normal Operation
2024-12-18|Outlet_C|4.2|107.3|200|Construction
2024-12-19|Outlet_B|12.2|96.3|142|Normal Operation
2024-12-20|Outlet_A|1.2|48.9|215|Normal Operation
2024-12-21|Outlet_A|4.5|19.7|207|Normal Operation
2024-12-22|Outlet_C|9.7|136.0|191|Construction
2024-12-23|Outlet_C|1.9|85.3|190|Normal Operation
2024-12-24|Outlet_A|9.0|41.7|111|Maintenance
2024-12-25|Outlet_C|20.3|97.3|124|Normal Operation
2024-12-26|Outlet_C|18.5|156.9|201|Construction
2024-12-27|Outlet_C|7.7|69.2|161|Maintenance
2024-12-28|Outlet_B|16.6|152.5|92|Construction
2024-12-29|Outlet_B|11.8|92.4|103|Normal Operation
2024-12-30|Outlet_C|9.7|54.0|93|Normal Operation
2024-12-31|Outlet_C|13.3|144.3|149|Normal Operation
2025-01-01|Outlet_B|6.2|44.8|141|Normal Operation
2025-01-02|Outlet_B|6.7|113.6|199|Construction
2025-01-03|Outlet_A|11.6|127.0|168|Normal Operation
2025-01-04|Outlet_A|8.3|55.4|80|Normal Operation
2025-01-05|Outlet_B|18.2|100.1|205|Normal Operation
2025-01-06|Outlet_C|14.6|128.4|111|Normal Operation
2025-01-07|Outlet_C|14.5|105.7|111|Normal Operation
2025-01-08|Outlet_C|12.5|132.9|135|Maintenance
2025-01-09|Outlet_C|9.6|59.6|170|Normal Operation
2025-01-10|Outlet_A|14.3|95.6|83|Normal Operation
2025-01-11|Outlet_B|17.2|116.1|102|Normal Operation
2025-01-12|Outlet_C|11.1|86.7|108|Normal Operation
2025-01-13|Outlet_A|4.1|44.5|177|Normal Operation
2025-01-14|Outlet_C|8.5|58.5|109|Normal Operation
2025-01-15|Outlet_B|2.0|34.5|169|Maintenance
2025-01-16|Outlet_A|19.7|136.7|146|Maintenance
2025-01-17|Outlet_B|14.3|61.5|180|Maintenance
2025-01-18|Outlet_B|4.0|29.5|137|Normal Operation
2025-01-19|Outlet_A|4.9|91.7|104|Construction
2025-01-20|Outlet_A|20.3|100.0|102|Maintenance
2025-01-21|Outlet_A|4.6|120.2|208|Construction
2025-01-22|Outlet_A|1.9|49.2|176|Normal Operation
2025-01-23|Outlet_A|2.9|119.5|207|Construction
2025-01-24|Outlet_A|6.6|44.3|160|Maintenance
2025-01-25|Outlet_A|5.7|60.7|83|Maintenance
2025-01-26|Outlet_C|6.1|53.2|214|Normal Operation
2025-01-27|Outlet_B|13.9|111.1|125|Maintenance
2025-01-28|Outlet_A|5.2|123.8|88|Construction
2025-01-29|Outlet_C|11.4|174.9|112|Normal Operation
2025-01-30|Outlet_C|2.9|31.3|163|Normal Operation
2025-01-31|Outlet_C|19.1|183.5|211|Construction
2025-02-01|Outlet_B|3.2|96.3|144|Normal Operation
2025-02-02|Outlet_A|8.5|54.2|185|Normal Operation
2025-02-03|Outlet_C|7.5|51.7|113|Normal Operation
2025-02-04|Outlet_B|10.7|188.3|164|Construction
2025-02-05|Outlet_B|14.8|103.8|167|Normal Operation
2025-02-06|Outlet_B|5.9|61.3|134|Normal Operation
2025-02-07|Outlet_C|15.1|120.6|216|Normal Operation
2025-02-08|Outlet_A|18.2|115.7|96|Maintenance
2025-02-09|Outlet_C|7.1|16.0|210|Normal Operation
2025-02-10|Outlet_C|26.3|243.4|83|Construction
2025-02-11|Outlet_A|10.7|134.1|86|Construction
2025-02-12|Outlet_A|6.4|55.1|105|Normal Operation
2025-02-13|Outlet_A|8.9|25.2|103|Normal Operation
2025-02-14|Outlet_B|26.3|225.7|89|Normal Operation
2025-02-15|Outlet_A|11.0|157.3|92|Normal Operation
2025-02-16|Outlet_C|11.0|133.1|204|Normal Operation
2025-02-17|Outlet_A|11.8|192.3|118|Construction
2025-02-18|Outlet_C|16.0|94.0|98|Maintenance
2025-02-19|Outlet_B|10.9|104.0|155|Normal Operation
2025-02-20|Outlet_C|12.9|136.3|131|Normal Operation
2025-02-21|Outlet_C|8.8|39.1|199|Normal Operation
2025-02-22|Outlet_A|9.6|79.6|125|Normal Operation
2025-02-23|Outlet_A|16.6|88.6|154|Normal Operation
2025-02-24|Outlet_C|4.5|152.6|203|Construction
2025-02-25|Outlet_A|8.5|104.5|127|Construction
2025-02-26|Outlet_B|6.7|52.8|141|Normal Operation
2025-02-27|Outlet_B|2.3|89.6|137|Construction
2025-02-28|Outlet_A|2.6|40.8|97|Normal Operation
2025-03-01|Outlet_B|8.4|38.2|187|Maintenance
2025-03-02|Outlet_A|17.1|153.3|127|Normal Operation
2025-03-03|Outlet_C|9.8|28.8|142|Normal Operation
2025-03-04|Outlet_C|5.2|110.6|91|Construction
2025-03-05|Outlet_B|21.0|85.1|113|Normal Operation
2025-03-06|Outlet_A|6.1|54.1|181|Maintenance
2025-03-07|Outlet_A|3.4|62.7|166|Normal Operation
2025-03-08|Outlet_B|26.6|250.6|104|Normal Operation
2025-03-09|Outlet_C|8.9|60.2|211|Normal Operation
2025-03-10|Outlet_B|24.2|120.4|128|Normal Operation
2025-03-11|Outlet_C|8.3|74.0|157|Normal Operation
2025-03-12|Outlet_A|8.5|37.2|215|Normal Operation
2025-03-13|Outlet_C|2.1|92.2|134|Normal Operation
2025-03-14|Outlet_B|6.0|14.1|97|Normal Operation
2025-03-15|Outlet_A|11.8|95.8|114|Maintenance
2025-03-16|Outlet_B|13.5|95.3|86|Normal Operation
2025-03-17|Outlet_B|9.3|148.5|92|Construction
2025-03-18|Outlet_C|6.6|46.1|205|Normal Operation
2025-03-19|Outlet_B|8.6|47.4|191|Normal Operation
2025-03-20|Outlet_C|3.3|56.6|148|Normal Operation
2025-03-21|Outlet_A|21.7|136.5|179|Normal Operation
2025-03-22|Outlet_C|14.7|128.4|169|Normal Operation
2025-03-23|Outlet_A|7.7|31.2|121|Normal Operation
2025-03-24|Outlet_C|5.7|52.5|188|Normal Operation
2025-03-25|Outlet_B|27.7|246.5|189|Normal Operation
2025-03-26|Outlet_C|5.0|60.4|105|Maintenance
2025-03-27|Outlet_C|7.0|78.7|155|Normal Operation
2025-03-28|Outlet_A|22.3|72.6|111|Normal Operation
2025-03-29|Outlet_B|10.0|49.0|170|Normal Operation
2025-03-30|Outlet_C|1.6|67.9|204|Maintenance
2025-03-31|Outlet_B|10.3|139.9|205|Normal Operation
2025-04-01|Outlet_C|5.2|14.9|131|Normal Operation
2025-04-02|Outlet_C|2.1|30.6|182|Normal Operation
2025-04-03|Outlet_B|5.4|54.9|184|Normal Operation
2025-04-04|Outlet_C|3.2|54.4|93|Normal Operation
2025-04-05|Outlet_B|4.2|60.1|183|Maintenance
2025-04-06|Outlet_C|9.9|38.3|196|Normal Operation
2025-04-07|Outlet_A|2.4|53.9|127|Normal Operation
2025-04-08|Outlet_B|15.8|129.4|172|Normal Operation
2025-04-09|Outlet_C|6.5|53.9|189|Normal Operation
2025-04-10|Outlet_C|4.5|50.8|132|Normal Operation
2025-04-11|Outlet_A|6.5|37.7|82|Normal Operation
2025-04-12|Outlet_B|3.2|73.4|147|Normal Operation
2025-04-13|Outlet_C|3.2|24.4|212|Normal Operation
2025-04-14|Outlet_A|6.1|47.9|217|Normal Operation
2025-04-15|Outlet_C|10.3|89.0|131|Maintenance
2025-04-16|Outlet_B|11.9|125.3|175|Normal Operation
2025-04-17|Outlet_C|5.7|59.0|110|Normal Operation
2025-04-18|Outlet_C|7.1|40.3|145|Normal Operation
2025-04-19|Outlet_C|9.8|45.8|170|Normal Operation
2025-04-20|Outlet_C|23.1|176.5|148|Normal Operation
2025-04-21|Outlet_A|8.8|35.8|166|Normal Operation
2025-04-22|Outlet_A|4.9|96.9|112|Construction
2025-04-23|Outlet_B|3.8|54.4|147|Maintenance
2025-04-24|Outlet_A|15.9|148.3|167|Normal Operation
2025-04-25|Outlet_A|0.6|60.0|174|Maintenance
2025-04-26|Outlet_B|5.4|60.1|187|Maintenance
2025-04-27|Outlet_A|3.8|76.6|132|Normal Operation
2025-04-28|Outlet_A|14.5|117.4|153|Maintenance
2025-04-29|Outlet_B|19.9|104.5|128|Normal Operation
2025-04-30|Outlet_B|7.0|59.9|192|Normal Operation
2025-05-01|Outlet_B|4.4|33.4|193|Normal Operation
2025-05-02|Outlet_C|7.5|28.2|174|Normal Operation
2025-05-03|Outlet_C|11.3|156.8|104|Normal Operation
2025-05-04|Outlet_B|12.5|98.4|211|Normal Operation
2025-05-05|Outlet_B|7.5|77.3|218|Construction
2025-05-06|Outlet_B|20.0|189.1|187|Construction
2025-05-07|Outlet_C|5.2|132.0|148|Construction
2025-05-08|Outlet_C|6.1|22.0|163|Maintenance
2025-05-09|Outlet_A|6.4|111.4|164|Construction
2025-05-10|Outlet_A|10.3|106.2|198|Normal Operation
2025-05-11|Outlet_B|15.2|109.7|151|Normal Operation
2025-05-12|Outlet_C|2.6|36.4|99|Normal Operation
2025-05-13|Outlet_C|3.0|73.6|106|Maintenance
2025-05-14|Outlet_C|10.4|93.2|87|Normal Operation
2025-05-15|Outlet_B|3.1|13.1|164|Maintenance
2025-05-16|Outlet_A|6.7|38.2|140|Normal Operation
2025-05-17|Outlet_B|6.3|46.1|82|Normal Operation
2025-05-18|Outlet_A|18.5|115.8|86|Maintenance
2025-05-19|Outlet_A|24.5|82.9|83|Normal Operation
2025-05-20|Outlet_B|5.6|31.4|212|Normal Operation
2025-05-21|Outlet_A|12.3|162.8|218|Normal Operation
2025-05-22|Outlet_A|6.4|29.4|204|Normal Operation
2025-05-23|Outlet_C|14.6|96.5|94|Maintenance
2025-05-24|Outlet_A|3.0|47.6|92|Normal Operation
2025-05-25|Outlet_B|18.1|109.4|197|Normal Operation
2025-05-26|Outlet_B|5.0|38.8|86|Normal Operation
2025-05-27|Outlet_A|2.2|36.1|183|Maintenance
2025-05-28|Outlet_C|5.3|55.0|85|Normal Operation
2025-05-29|Outlet_C|6.7|36.6|143|Normal Operation
2025-05-30|Outlet_A|3.2|29.6|109|Maintenance
2025-05-31|Outlet_A|8.0|68.4|101|Normal Operation
2025-06-01|Outlet_B|13.4|193.3|197|Construction
2025-06-02|Outlet_A|4.1|76.5|163|Normal Operation
2025-06-03|Outlet_C|22.8|111.0|212|Normal Operation
2025-06-04|Outlet_A|35.6|230.3|169|Normal Operation
2025-06-05|Outlet_B|6.8|120.7|200|Construction
2025-06-06|Outlet_B|12.8|89.0|185|Maintenance
2025-06-07|Outlet_B|11.0|82.5|148|Normal Operation
2025-06-08|Outlet_B|7.5|43.3|174|Normal Operation
2025-06-09|Outlet_B|6.9|64.7|156|Maintenance
2025-06-10|Outlet_A|1.5|54.1|80|Normal Operation
2025-06-11|Outlet_A|7.4|29.1|141|Maintenance
2025-06-12|Outlet_A|14.5|139.0|97|Normal Operation
2025-06-13|Outlet_A|5.1|47.9|127|Maintenance
2025-06-14|Outlet_B|22.4|114.2|216|Normal Operation
2025-06-15|Outlet_C|11.2|142.6|80|Normal Operation
2025-06-16|Outlet_A|18.2|91.5|216|Normal Operation
2025-06-17|Outlet_C|7.0|80.1|186|Construction
2025-06-18|Outlet_A|9.4|28.3|209|Normal Operation
2025-06-19|Outlet_A|12.6|140.1|117|Normal Operation
2025-06-20|Outlet_C|6.4|44.3|119|Normal Operation
2025-06-21|Outlet_B|17.6|119.1|161|Normal Operation
2025-06-22|Outlet_A|5.2|73.6|95|Maintenance
2025-06-23|Outlet_A|28.2|230.2|206|Maintenance
2025-06-24|Outlet_A|2.9|42.0|196|Normal Operation
2025-06-25|Outlet_C|11.9|135.0|172|Construction
2025-06-26|Outlet_B|4.8|54.7|213|Maintenance
2025-06-27|Outlet_C|3.7|150.4|82|Construction
2025-06-28|Outlet_C|3.8|49.5|93|Normal Operation
2025-06-29|Outlet_B|0.3|92.2|145|Construction
2025-06-30|Outlet_C|3.4|39.9|174|Normal Operation
2025-07-01|Outlet_B|15.1|106.7|165|Normal Operation
2025-07-02|Outlet_A|14.2|159.0|193|Construction
2025-07-03|Outlet_B|2.8|11.5|208|Normal Operation
2025-07-04|Outlet_A|11.8|138.8|94|Normal Operation
2025-07-05|Outlet_C|4.5|38.2|116|Maintenance
2025-07-06|Outlet_C|1.2|76.6|106|Maintenance
2025-07-07|Outlet_A|15.2|100.7|91|Normal Operation
2025-07-08|Outlet_C|16.7|164.1|146|Construction
2025-07-09|Outlet_B|5.3|48.2|109|Normal Operation
2025-07-10|Outlet_A|18.3|119.7|175|Normal Operation
2025-07-11|Outlet_C|7.8|25.2|214|Maintenance
2025-07-12|Outlet_A|9.0|34.4|113|Normal Operation
2025-07-13|Outlet_B|7.4|66.3|111|Normal Operation
2025-07-14|Outlet_B|2.7|53.1|196|Normal Operation
2025-07-15|Outlet_C|6.8|44.0|118|Normal Operation
2025-07-16|Outlet_B|2.8|57.3|175|Normal Operation
2025-07-17|Outlet_A|12.2|152.1|210|Maintenance
2025-07-18|Outlet_B|13.1|141.7|122|Maintenance
2025-07-19|Outlet_A|1.1|52.4|160|Normal Operation
2025-07-20|Outlet_A|12.7|91.3|82|Maintenance
2025-07-21|Outlet_B|7.8|48.3|153|Normal Operation
2025-07-22|Outlet_C|1.5|59.1|196|Normal Operation
2025-07-23|Outlet_B|9.6|120.0|142|Construction
2025-07-24|Outlet_A|6.2|25.8|190|Normal Operation
2025-07-25|Outlet_A|4.6|53.8|119|Normal Operation
2025-07-26|Outlet_B|2.9|36.5|97|Normal Operation
2025-07-27|Outlet_C|10.8|108.9|146|Normal Operation
2025-07-28|Outlet_C|8.8|109.9|182|Construction
2025-07-29|Outlet_A|9.2|61.2|217|Normal Operation
2025-07-30|Outlet_A|17.8|121.5|125|Normal Operation
2025-07-31|Outlet_C|22.4|133.2|134|Normal Operation
2025-08-01|Outlet_B|0.9|42.0|154|Normal Operation
2025-08-02|Outlet_A|10.9|184.6|176|Normal Operation
2025-08-03|Outlet_A|5.4|54.2|105|Normal Operation
2025-08-04|Outlet_C|12.1|179.1|101|Construction
2025-08-05|Outlet_B|4.3|135.6|105|Construction
2025-08-06|Outlet_C|28.1|229.8|152|Normal Operation
2025-08-07|Outlet_B|12.4|157.5|194|Normal Operation
2025-08-08|Outlet_B|7.1|81.3|130|Normal Operation
2025-08-09|Outlet_B|18.5|208.9|192|Construction
2025-08-10|Outlet_A|3.9|111.2|91|Construction
2025-08-11|Outlet_C|12.8|144.1|82|Normal Operation
2025-08-12|Outlet_C|6.9|45.6|199|Maintenance
2025-08-13|Outlet_B|7.7|43.9|214|Normal Operation
2025-08-14|Outlet_A|35.3|272.1|213|Normal Operation
2025-08-15|Outlet_A|11.0|144.2|161|Normal Operation
2025-08-16|Outlet_C|4.3|64.6|124|Normal Operation
2025-08-17|Outlet_A|7.5|60.1|206|Normal Operation
2025-08-18|Outlet_A|4.5|33.5|165|Normal Operation
2025-08-19|Outlet_B|5.0|24.2|194|Normal Operation
2025-08-20|Outlet_A|9.1|31.5|88|Normal Operation
2025-08-21|Outlet_B|4.7|43.6|91|Normal Operation
2025-08-22|Outlet_C|18.5|140.9|195|Normal Operation
2025-08-23|Outlet_A|7.0|40.3|167|Normal Operation
2025-08-24|Outlet_C|7.9|60.5|141|Normal Operation
2025-08-25|Outlet_C|5.3|42.1|183|Normal Operation
2025-08-26|Outlet_A|2.6|53.9|152|Normal Operation
2025-08-27|Outlet_A|3.0|51.8|156|Normal Operation
2025-08-28|Outlet_C|9.8|76.0|119|Normal Operation
2025-08-29|Outlet_A|6.4|35.4|214|Normal Operation
2025-08-30|Outlet_B|10.3|150.7|96|Normal Operation
2025-08-31|Outlet_B|16.8|96.2|198|Maintenance
2025-09-01|Outlet_A|4.5|29.9|205|Normal Operation
2025-09-02|Outlet_C|31.3|203.8|103|Normal Operation
2025-09-03|Outlet_A|3.5|98.6|81|Normal Operation
2025-09-04|Outlet_A|2.9|63.4|171|Normal Operation
2025-09-05|Outlet_C|15.3|100.3|196|Normal Operation
2025-09-06|Outlet_C|8.1|61.9|132|Normal Operation
2025-09-07|Outlet_B|4.3|38.5|125|Normal Operation
2025-09-08|Outlet_C|2.6|111.1|124|Construction
2025-09-09|Outlet_B|3.6|50.0|88|Normal Operation
2025-09-10|Outlet_C|8.6|77.1|85|Normal Operation
2025-09-11|Outlet_A|20.7|118.7|130|Normal Operation
2025-09-12|Outlet_B|1.6|100.6|198|Construction
2025-09-13|Outlet_B|9.2|32.5|114|Maintenance
2025-09-14|Outlet_B|13.8|150.5|161|Normal Operation
2025-09-15|Outlet_A|5.5|54.4|104|Maintenance
2025-09-16|Outlet_A|21.4|126.7|218|Normal Operation
2025-09-17|Outlet_A|10.1|106.5|96|Maintenance
2025-09-18|Outlet_A|14.7|115.6|115|Maintenance
2025-09-19|Outlet_A|14.3|130.6|175|Normal Operation
2025-09-20|Outlet_B|17.9|129.8|100|Maintenance
2025-09-21|Outlet_A|7.3|51.4|97|Normal Operation
2025-09-22|Outlet_B|23.8|122.4|80|Normal Operation
2025-09-23|Outlet_A|7.7|37.5|215|Normal Operation
2025-09-24|Outlet_C|6.8|76.4|130|Maintenance
2025-09-25|Outlet_B|6.6|52.5|158|Normal Operation
2025-09-26|Outlet_C|6.2|76.2|115|Normal Operation
2025-09-27|Outlet_B|6.2|57.5|141|Maintenance
2025-09-28|Outlet_C|8.7|61.3|208|Normal Operation
2025-09-29|Outlet_A|8.9|64.1|164|Normal Operation
2025-09-30|Outlet_A|8.8|31.7|121|Normal Operation
2025-10-01|Outlet_A|7.1|54.6|80|Normal Operation
2025-10-02|Outlet_B|14.3|102.9|133|Normal Operation
2025-10-03|Outlet_C|9.5|45.7|179|Normal Operation
2025-10-04|Outlet_A|11.3|206.6|118|Construction
2025-10-05|Outlet_C|3.7|34.6|86|Maintenance
2025-10-06|Outlet_C|2.7|58.4|200|Normal Operation
2025-10-07|Outlet_A|13.3|115.9|124|Normal Operation
2025-10-08|Outlet_A|14.7|115.1|153|Normal Operation
2025-10-09|Outlet_C|3.5|40.0|199|Normal Operation
2025-10-10|Outlet_A|3.1|34.6|151|Normal Operation
2025-10-11|Outlet_A|18.9|111.3|217|Normal Operation
2025-10-12|Outlet_A|5.5|93.1|125|Construction
2025-10-13|Outlet_B|4.7|21.4|202|Normal Operation
2025-10-14|Outlet_C|3.1|41.8|197|Normal Operation
2025-10-15|Outlet_C|3.1|111.2|154|Construction
2025-10-16|Outlet_B|30.8|172.2|85|Normal Operation
2025-10-17|Outlet_C|7.4|32.3|100|Normal Operation
2025-10-18|Outlet_A|6.4|53.4|182|Normal Operation
2025-10-19|Outlet_C|2.9|52.1|167|Normal Operation
2025-10-20|Outlet_A|1.5|79.3|178|Maintenance
2025-10-21|Outlet_B|24.6|131.1|141|Normal Operation
2025-10-22|Outlet_A|16.6|115.9|186|Maintenance
2025-10-23|Outlet_C|9.2|106.2|162|Construction
2025-10-24|Outlet_C|6.6|112.7|135|Construction
2025-10-25|Outlet_C|9.0|117.3|101|Construction
2025-10-26|Outlet_B|8.8|74.9|147|Normal Operation
2025-10-27|Outlet_B|20.3|80.2|89|Normal Operation
2025-10-28|Outlet_C|10.9|107.5|145|Normal Operation
2025-10-29|Outlet_A|5.4|48.3|87|Normal Operation
2025-10-30|Outlet_B|4.3|118.1|202|Construction
2025-10-31|Outlet_C|8.1|41.7|117|Normal Operation
2025-11-01|Outlet_C|6.8|82.8|202|Construction
2025-11-02|Outlet_B|10.6|145.6|141|Maintenance
2025-11-03|Outlet_B|1.2|105.2|217|Construction
2025-11-04|Outlet_B|9.1|85.6|124|Construction
2025-11-05|Outlet_A|3.6|21.4|144|Normal Operation
2025-11-06|Outlet_A|5.0|39.1|146|Normal Operation
2025-11-07|Outlet_C|7.4|42.3|216|Normal Operation
2025-11-08|Outlet_B|22.4|107.1|212|Normal Operation
2025-11-09|Outlet_A|11.7|120.0|185|Normal Operation
2025-11-10|Outlet_B|7.3|40.8|217|Maintenance
2025-11-11|Outlet_C|2.4|76.4|219|Construction
2025-11-12|Outlet_A|7.9|39.3|161|Normal Operation
2025-11-13|Outlet_A|3.5|52.3|137|Normal Operation
2025-11-14|Outlet_A|16.4|107.1|210|Normal Operation
2025-11-15|Outlet_C|7.7|60.9|148|Normal Operation
2025-11-16|Outlet_B|3.0|62.4|168|Normal Operation
2025-11-17|Outlet_A|7.3|64.5|143|Normal Operation
2025-11-18|Outlet_C|16.0|122.5|151|Normal Operation
2025-11-19|Outlet_B|15.5|130.8|96|Normal Operation
2025-11-20|Outlet_C|6.8|44.7|152|Normal Operation
2025-11-21|Outlet_B|13.5|123.4|149|Normal Operation
2025-11-22|Outlet_C|9.6|69.4|192|Normal Operation
2025-11-23|Outlet_B|6.2|58.5|100|Normal Operation
2025-11-24|Outlet_A|1.6|16.4|214|Normal Operation
2025-11-25|Outlet_B|12.9|170.4|86|Construction
2025-11-26|Outlet_C|4.2|62.9|190|Normal Operation
2025-11-27|Outlet_C|9.3|29.8|106|Normal Operation
2025-11-28|Outlet_B|1.5|61.3|87|Maintenance
2025-11-29|Outlet_A|8.8|55.9|107|Normal Operation
2025-11-30|Outlet_A|7.3|99.5|126|Construction
2025-12-01|Outlet_B|11.4|81.9|165|Normal Operation
2025-12-02|Outlet_B|6.4|64.9|89|Normal Operation
2025-12-03|Outlet_C|8.5|52.4|193|Normal Operation
2025-12-04|Outlet_A|15.6|118.1|112|Normal Operation
2025-12-05|Outlet_B|28.9|285.7|214|Normal Operation
2025-12-06|Outlet_A|33.4|224.9|210|Normal Operation
2025-12-07|Outlet_B|37.3|256.8|93|Normal Operation
2025-12-08|Outlet_B|8.1|84.8|125|Normal Operation
2025-12-09|Outlet_A|9.3|59.1|140|Normal Operation
2025-12-10|Outlet_B|28.1|199.6|92|Normal Operation
2025-12-11|Outlet_B|19.7|116.6|95|Normal Operation
2025-12-12|Outlet_C|5.0|61.4|212|Normal Operation
2025-12-13|Outlet_B|4.0|62.4|117|Normal Operation
2025-12-14|Outlet_B|1.1|33.1|117|Maintenance
2025-12-15|Outlet_B|10.8|104.4|182|Normal Operation
2025-12-16|Outlet_C|20.6|127.7|135|Normal Operation
2025-12-17|Outlet_A|4.3|58.0|142|Normal Operation
2025-12-18|Outlet_C|4.5|59.9|199|Normal Operation
2025-12-19|Outlet_C|12.8|144.6|127|Construction
2025-12-20|Outlet_A|17.2|110.8|184|Normal Operation
2025-12-21|Outlet_C|9.7|76.1|138|Normal Operation
2025-12-22|Outlet_A|4.3|33.9|156|Normal Operation
2025-12-23|Outlet_C|6.9|115.9|206|Construction
2025-12-24|Outlet_A|6.1|61.1|134|Normal Operation
2025-12-25|Outlet_B|12.4|198.1|134|Construction
2025-12-26|Outlet_C|4.4|98.0|208|Construction
2025-12-27|Outlet_C|2.6|47.9|215|Normal Operation
2025-12-28|Outlet_C|1.1|111.8|206|Construction
2025-12-29|Outlet_C|5.0|42.9|211|Normal Operation
2025-12-30|Outlet_B|16.0|126.0|164|Maintenance
2025-12-31|Outlet_C|3.8|73.7|194|Normal Operation
